pokedex_id,name,genus,generation,type_1,type_2,num_types,hp,attack,defense,sp_attack,sp_defense,speed,base_stat_total,height_m,weight_kg,base_experience,ability_1,ability_2,hidden_ability,color,shape,habitat,growth_rate,egg_groups,is_legendary,is_mythical,is_baby,capture_rate,base_happiness,hatch_counter,gender_rate,description,sprite_url,is_dual_type,bmi,attack_defense_ratio,physical_total,special_total,offensive_total,defensive_total,gender_distribution,stat_tier
618,stunfisk,Trap Pokémon,V,ground,electric,2,109,66,84,81,99,32,471,0.7,11.0,165,static,limber,sand-veil,brown,fish,,medium,"water1, indeterminate",False,False,False,75,70,20,4,"Its skin is very hard, so it is unhurt even if stepped on by sumo wrestlers. It smiles when transmitting electricity.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/618.png,True,22.4,0.79,150,180,179,292,50% Male / 50% Female,Average (400-499)
619,mienfoo,Martial Arts Pokémon,V,fighting,,1,45,85,50,55,50,65,350,0.9,20.0,70,inner-focus,regenerator,reckless,yellow,upright,,medium-slow,"ground, humanshape",False,False,False,180,70,25,4,"In fights, they dominate with onslaughts of flowing, continuous attacks. With their sharp claws, they cut enemies.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/619.png,False,24.7,1.7,135,105,205,145,50% Male / 50% Female,Below Average (300-399)
620,mienshao,Martial Arts Pokémon,V,fighting,,1,65,125,60,95,60,105,510,1.4,35.5,179,inner-focus,regenerator,reckless,purple,upright,,medium-slow,"ground, humanshape",False,False,False,45,70,25,4,It wields the fur on its arms like a whip. Its arm attacks come with such rapidity that they cannot even be seen.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/620.png,False,18.1,2.08,185,155,325,185,50% Male / 50% Female,Strong (500-599)
621,druddigon,Cave Pokémon,V,dragon,,1,77,120,90,60,90,48,485,1.6,139.0,170,rough-skin,sheer-force,mold-breaker,red,upright,,medium,"dragon, monster",False,False,False,45,70,30,4,"It warms its body by absorbing sunlight with its wings. When its body temperature falls, it can no longer move.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/621.png,False,54.3,1.33,210,150,228,257,50% Male / 50% Female,Average (400-499)
622,golett,Automaton Pokémon,V,ground,ghost,2,59,74,50,35,50,35,303,1.0,92.0,61,iron-fist,klutz,no-guard,green,humanoid,,medium,mineral,False,False,False,190,70,25,-1,"The energy that burns inside it enables it to move, but no one has yet been able to identify this energy.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/622.png,True,92.0,1.48,124,85,144,159,Genderless,Below Average (300-399)
623,golurk,Automaton Pokémon,V,ground,ghost,2,89,124,80,55,80,55,483,2.8,330.0,169,iron-fist,klutz,no-guard,green,humanoid,,medium,mineral,False,False,False,90,70,25,-1,It flies across the sky at Mach speeds. Removing the seal on its chest makes its internal energy go out of control.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/623.png,True,42.1,1.55,204,135,234,249,Genderless,Average (400-499)
624,pawniard,Sharp Blade Pokémon,V,dark,steel,2,45,85,70,40,40,60,340,0.5,10.2,68,defiant,inner-focus,pressure,red,humanoid,,medium,humanshape,False,False,False,120,35,20,4,"Blades comprise this Pokémon’s entire body. If battling dulls the blades, it sharpens them on stones by the river.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/624.png,True,40.8,1.21,155,80,185,155,50% Male / 50% Female,Below Average (300-399)
625,bisharp,Sword Blade Pokémon,V,dark,steel,2,65,125,100,60,70,70,490,1.6,70.0,172,defiant,inner-focus,pressure,red,humanoid,,medium,humanshape,False,False,False,45,35,20,4,"It leads a group of Pawniard. It battles to become the boss, but will be driven from the group if it loses.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/625.png,True,27.3,1.25,225,130,255,235,50% Male / 50% Female,Average (400-499)
626,bouffalant,Bash Buffalo Pokémon,V,normal,,1,95,110,95,40,95,55,490,1.6,94.6,172,reckless,sap-sipper,soundproof,brown,quadruped,,medium,ground,False,False,False,45,70,20,4,"Their fluffy fur absorbs damage, even if they strike foes with a fierce headbutt.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/626.png,False,37.0,1.16,205,135,205,285,50% Male / 50% Female,Average (400-499)
627,rufflet,Eaglet Pokémon,V,normal,flying,2,70,83,50,37,50,60,350,0.5,10.5,70,keen-eye,sheer-force,hustle,white,wings,,slow,flying,False,False,False,190,70,20,0,"They crush berries with their talons. They bravely stand up to any opponent, no matter how strong it is.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/627.png,True,42.0,1.66,133,87,180,170,Always Male,Below Average (300-399)
628,braviary,Valiant Pokémon,V,normal,flying,2,100,123,75,57,75,80,510,1.5,41.0,179,keen-eye,sheer-force,defiant,red,wings,,slow,flying,False,False,False,60,70,20,0,They fight for their friends without any thought about danger to themselves. One can carry a car while flying.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/628.png,True,18.2,1.64,198,132,260,250,Always Male,Strong (500-599)
629,vullaby,Diapered Pokémon,V,dark,flying,2,70,55,75,45,65,60,370,0.5,9.0,74,big-pecks,overcoat,weak-armor,brown,wings,,slow,flying,False,False,False,190,35,20,8,Their wings are too tiny to allow them to fly. They guard their posteriors with bones that were gathered by Mandibuzz.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/629.png,True,36.0,0.73,130,110,160,210,Always Female,Below Average (300-399)
630,mandibuzz,Bone Vulture Pokémon,V,dark,flying,2,110,65,105,55,95,80,510,1.2,39.5,179,big-pecks,overcoat,weak-armor,brown,wings,,slow,flying,False,False,False,60,35,20,8,It makes a nest out of bones it finds. It grabs weakened prey in its talons and hauls it to its nest of bones.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/630.png,True,27.4,0.62,170,150,200,310,Always Female,Strong (500-599)
631,heatmor,Anteater Pokémon,V,fire,,1,85,97,66,105,66,65,484,1.4,58.0,169,gluttony,flash-fire,white-smoke,red,upright,,medium,ground,False,False,False,90,70,20,4,It breathes through a hole in its tail while it burns with an internal fire. Durant is its prey.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/631.png,False,29.6,1.47,163,171,267,217,50% Male / 50% Female,Average (400-499)
632,durant,Iron Ant Pokémon,V,bug,steel,2,58,109,112,48,48,109,484,0.3,33.0,169,swarm,hustle,truant,gray,armor,,medium,bug,False,False,False,90,70,20,4,"They attack in groups, covering themselves in steel armor to protect themselves from Heatmor.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/632.png,True,366.7,0.97,221,96,266,218,50% Male / 50% Female,Average (400-499)
633,deino,Irate Pokémon,V,dark,dragon,2,52,65,50,45,50,38,300,0.8,17.3,60,hustle,,,blue,quadruped,,slow,dragon,False,False,False,45,35,40,4,"It tends to bite everything, and it is not a picky eater. Approaching it carelessly is dangerous.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/633.png,True,27.0,1.3,115,95,148,152,50% Male / 50% Female,Below Average (300-399)
634,zweilous,Hostile Pokémon,V,dark,dragon,2,72,85,70,65,70,58,420,1.4,50.0,147,hustle,,,blue,quadruped,,slow,dragon,False,False,False,45,35,40,4,"After it has eaten up all the food in its territory, it moves to another area. Its two heads do not get along.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/634.png,True,25.5,1.21,155,135,208,212,50% Male / 50% Female,Average (400-499)
635,hydreigon,Brutal Pokémon,V,dark,dragon,2,92,105,90,125,90,98,600,1.8,160.0,270,levitate,,,blue,upright,,slow,dragon,False,False,False,45,35,40,4,"This brutal Pokémon travels the skies on its six wings. Anything that moves seems like a foe to it, triggering its attack.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/635.png,True,49.4,1.17,195,215,328,272,50% Male / 50% Female,Legendary/Pseudo (600+)
636,larvesta,Torch Pokémon,V,bug,fire,2,55,85,55,50,55,60,360,1.1,28.8,72,flame-body,,swarm,white,armor,,slow,bug,False,False,False,45,70,40,4,"This Pokémon was believed to have been born from the sun. When it evolves, its entire body is engulfed in flames.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/636.png,True,23.8,1.55,140,105,195,165,50% Male / 50% Female,Below Average (300-399)
637,volcarona,Sun Pokémon,V,bug,fire,2,85,60,65,135,105,100,550,1.6,46.0,248,flame-body,,swarm,white,bug-wings,,slow,bug,False,False,False,15,70,40,4,"When volcanic ash darkened the atmosphere, it is said that Volcarona’s fire provided a replacement for the sun.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/637.png,True,18.0,0.92,125,240,295,255,50% Male / 50% Female,Strong (500-599)
638,cobalion,Iron Will Pokémon,V,steel,fighting,2,91,90,129,90,72,108,580,2.1,250.0,261,justified,,,blue,quadruped,,slow,no-eggs,True,False,False,3,35,80,-1,This legendary Pokémon battled against humans to protect Pokémon. Its personality is calm and composed.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/638.png,True,56.7,0.7,219,162,288,292,Genderless,Strong (500-599)
639,terrakion,Cavern Pokémon,V,rock,fighting,2,91,129,90,72,90,108,580,1.9,260.0,261,justified,,,gray,quadruped,,slow,no-eggs,True,False,False,3,35,80,-1,This Pokémon came to the defense of Pokémon that had lost their homes in a war among humans.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/639.png,True,72.0,1.43,219,162,309,271,Genderless,Strong (500-599)
640,virizion,Grassland Pokémon,V,grass,fighting,2,91,90,72,90,129,108,580,2.0,200.0,261,justified,,,green,quadruped,,slow,no-eggs,True,False,False,3,35,80,-1,This Pokémon fought humans in order to protect its friends. Legends about it continue to be passed down.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/640.png,True,50.0,1.25,162,219,288,292,Genderless,Strong (500-599)
641,tornadus-incarnate,Cyclone Pokémon,V,flying,,1,79,115,70,125,80,111,580,1.5,63.0,261,prankster,,defiant,green,arms,,slow,no-eggs,True,False,False,3,90,120,0,The lower half of its body is wrapped in a cloud of energy. It zooms through the sky at 200 mph.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/641.png,False,28.0,1.64,185,205,351,229,Always Male,Strong (500-599)
642,thundurus-incarnate,Bolt Strike Pokémon,V,electric,flying,2,79,115,70,125,80,111,580,1.5,61.0,261,prankster,,defiant,blue,arms,,slow,no-eggs,True,False,False,3,90,120,0,Countless charred remains mar the landscape of places through which Thundurus has passed.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/642.png,True,27.1,1.64,185,205,351,229,Always Male,Strong (500-599)
643,reshiram,Vast White Pokémon,V,dragon,fire,2,100,120,100,150,120,90,680,3.2,330.0,306,turboblaze,,,white,wings,,slow,no-eggs,True,False,False,3,0,120,-1,"This Pokémon appears in legends. It sends flames into the air from its tail, burning up everything around it.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/643.png,True,32.2,1.2,220,270,360,320,Genderless,Legendary/Pseudo (600+)
644,zekrom,Deep Black Pokémon,V,dragon,electric,2,100,150,120,120,100,90,680,2.9,345.0,306,teravolt,,,black,upright,,slow,no-eggs,True,False,False,3,0,120,-1,"Concealing itself in lightning clouds, it flies throughout the Unova region. It creates electricity in its tail.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/644.png,True,41.0,1.25,270,220,360,320,Genderless,Legendary/Pseudo (600+)
645,landorus-incarnate,Abundance Pokémon,V,ground,flying,2,89,125,90,115,80,101,600,1.5,68.0,270,sand-force,,sheer-force,brown,arms,,slow,no-eggs,True,False,False,3,90,120,0,Lands visited by Landorus grant such bountiful crops that it has been hailed as “The Guardian of the Fields.”,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/645.png,True,30.2,1.39,215,195,341,259,Always Male,Legendary/Pseudo (600+)
646,kyurem,Boundary Pokémon,V,dragon,ice,2,125,130,90,130,90,95,660,3.0,325.0,297,pressure,,,gray,upright,,slow,no-eggs,True,False,False,3,0,120,-1,"It generates a powerful, freezing energy inside itself, but its body became frozen when the energy leaked out.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/646.png,True,36.1,1.44,220,220,355,305,Genderless,Legendary/Pseudo (600+)
647,keldeo-ordinary,Colt Pokémon,V,water,fighting,2,91,72,90,129,90,108,580,1.4,48.5,261,justified,,,yellow,quadruped,,slow,no-eggs,False,True,False,3,35,80,-1,"By blasting water from its hooves, it can glide across water. It excels at using leg moves while battling.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/647.png,True,24.7,0.8,162,219,309,271,Genderless,Strong (500-599)
648,meloetta-aria,Melody Pokémon,V,normal,psychic,2,100,77,77,128,128,90,600,0.6,6.5,270,serene-grace,,,white,humanoid,,slow,no-eggs,False,True,False,3,100,120,-1,Its melodies are sung with a special vocalization method that can control the feelings of those who hear it.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/648.png,True,18.1,1.0,154,256,295,305,Genderless,Legendary/Pseudo (600+)
649,genesect,Paleozoic Pokémon,V,bug,steel,2,71,120,95,120,95,99,600,1.5,82.5,270,download,,,purple,humanoid,,slow,no-eggs,False,True,False,3,0,120,-1,"Over 300 million years ago, it was feared as the strongest of hunters. It has been modified by Team Plasma.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/649.png,True,36.7,1.26,215,215,339,261,Genderless,Legendary/Pseudo (600+)
650,chespin,Spiny Nut Pokémon,VI,grass,,1,56,61,65,48,45,38,313,0.4,9.0,63,overgrow,,bulletproof,green,upright,,medium-slow,ground,False,False,False,45,70,20,1,"The quills on its head are usually soft. When it flexes them, the points become so hard and sharp that they can pierce rock.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/650.png,False,56.2,0.94,126,93,147,166,88% Male / 12% Female,Below Average (300-399)
651,quilladin,Spiny Armor Pokémon,VI,grass,,1,61,78,95,56,58,57,405,0.7,29.0,142,overgrow,,bulletproof,green,upright,,medium-slow,ground,False,False,False,45,70,20,1,It relies on its sturdy shell to deflect predators’ attacks. It counterattacks with its sharp quills.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/651.png,False,59.2,0.82,173,114,191,214,88% Male / 12% Female,Average (400-499)
652,chesnaught,Spiny Armor Pokémon,VI,grass,fighting,2,88,107,122,74,75,64,530,1.6,90.0,239,overgrow,,bulletproof,green,upright,,medium-slow,ground,False,False,False,45,70,20,1,Its Tackle is forceful enough to flip a 50-ton tank. It shields its allies from danger with its own body.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/652.png,True,35.2,0.88,229,149,245,285,88% Male / 12% Female,Strong (500-599)
653,fennekin,Fox Pokémon,VI,fire,,1,40,45,40,62,60,60,307,0.4,9.4,61,blaze,,magician,red,quadruped,,medium-slow,ground,False,False,False,45,70,20,1,"Eating a twig fills it with energy, and its roomy ears give vent to air hotter than 390 degrees Fahrenheit.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/653.png,False,58.7,1.12,85,122,167,140,88% Male / 12% Female,Below Average (300-399)
654,braixen,Fox Pokémon,VI,fire,,1,59,59,58,90,70,73,409,1.0,14.5,143,blaze,,magician,red,upright,,medium-slow,ground,False,False,False,45,70,20,1,"It has a twig stuck in its tail. With friction from its tail fur, it sets the twig on fire and launches into battle.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/654.png,False,14.5,1.02,117,160,222,187,88% Male / 12% Female,Average (400-499)
655,delphox,Fox Pokémon,VI,fire,psychic,2,75,69,72,114,100,104,534,1.5,39.0,240,blaze,,magician,red,upright,,medium-slow,ground,False,False,False,45,70,20,1,"It gazes into the flame at the tip of its branch to achieve a focused state, which allows it to see into the future.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/655.png,True,17.3,0.96,141,214,287,247,88% Male / 12% Female,Strong (500-599)
656,froakie,Bubble Frog Pokémon,VI,water,,1,41,56,40,62,44,71,314,0.3,7.0,63,torrent,,protean,blue,quadruped,,medium-slow,water1,False,False,False,45,70,20,1,It secretes flexible bubbles from its chest and back. The bubbles reduce the damage it would otherwise take when attacked.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/656.png,False,77.8,1.4,96,106,189,125,88% Male / 12% Female,Below Average (300-399)
657,frogadier,Bubble Frog Pokémon,VI,water,,1,54,63,52,83,56,97,405,0.6,10.9,142,torrent,,protean,blue,humanoid,,medium-slow,water1,False,False,False,45,70,20,1,"It can throw bubble-covered pebbles with precise control, hitting empty cans up to a hundred feet away.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/657.png,False,30.3,1.21,115,139,243,162,88% Male / 12% Female,Average (400-499)
